eventid,ip,label
1,163.172.223.186,1
1,163.172.223.186,2
1,163.172.223.186,1
1,163.172.223.186,2
1,163.172.223.186,2
1,163.172.223.186,2
1,163.172.223.186,2
1,163.172.223.186,2
1,163.172.223.186,2
1,163.172.223.186,2
1,163.172.223.186,2
1,163.172.223.186,2
1,163.172.223.186,2
1,163.172.223.186,2
1,163.172.223.186,2
1,78.134.99.105,2
1,78.134.99.105,2
1,78.134.99.105,2
1,78.134.99.105,2
1,78.134.99.105,2
0,114.84.146.34,0
1,114.84.146.34,3
1,114.84.146.34,2
1,114.84.146.34,2
1,114.84.146.34,2
1,114.84.146.34,1
1,114.84.146.34,2
1,114.84.146.34,2
1,114.84.146.34,2
1,114.84.146.34,2
1,114.84.146.34,2
1,114.84.146.34,1
1,114.84.146.34,2
1,114.84.146.34,1
1,114.84.146.34,2
1,114.84.146.34,2
1,114.84.146.34,2
1,114.84.146.34,2
1,114.84.146.34,2
1,114.84.146.34,2
1,114.84.146.34,2
1,114.84.146.34,2
1,114.84.146.34,2
1,114.84.146.34,2
1,114.84.146.34,2
1,114.84.146.34,2
1,88.214.26.93,3
1,163.172.223.186,2
1,163.172.223.186,2
1,163.172.223.186,2
1,163.172.223.186,2
1,163.172.223.186,2
1,45.55.155.224,3
0,68.183.118.242,0
1,88.214.26.92,3
1,68.183.118.242,3
1,68.183.118.242,2
1,68.183.118.242,2
1,68.183.118.242,2
1,68.183.118.242,1
1,68.183.118.242,2
1,68.183.118.242,2
1,68.183.118.242,2
1,141.98.81.138,3
1,68.183.118.242,2
1,68.183.118.242,2
1,68.183.118.242,1
1,68.183.118.242,2
1,68.183.118.242,1
1,68.183.118.242,2
1,68.183.118.242,2
1,68.183.118.242,2
1,68.183.118.242,2
1,68.183.118.242,2
1,68.183.118.242,2
1,68.183.118.242,2
1,68.183.118.242,2
1,68.183.118.242,2
1,68.183.118.242,2
1,68.183.118.242,2
1,68.183.118.242,2
1,78.134.99.105,3
1,88.214.26.93,3
1,79.137.72.171,3
1,129.28.78.8,3
1,88.214.26.93,3
1,140.143.206.216,3
1,98.143.148.45,3
1,186.3.234.169,3
1,88.214.26.93,3
1,163.172.223.186,3
1,178.132.0.122,3
1,5.182.39.63,3
1,67.207.88.48,3
1,79.137.72.171,3
0,45.55.155.224,0
1,45.55.155.224,3
1,45.55.155.224,2
1,45.55.155.224,2
1,45.55.155.224,2
1,45.55.155.224,1
1,45.55.155.224,2
1,45.55.155.224,2
1,45.55.155.224,2
1,45.55.155.224,2
1,45.55.155.224,2
1,45.55.155.224,1
1,45.55.155.224,2
1,45.55.155.224,1
1,45.55.155.224,2
1,45.55.155.224,2
1,45.55.155.224,2
1,45.55.155.224,2
1,45.55.155.224,2
1,45.55.155.224,2
1,45.55.155.224,2
1,45.55.155.224,2
1,45.55.155.224,2
1,45.55.155.224,2
1,45.55.155.224,2
1,45.55.155.224,2
1,114.84.146.34,3
0,49.205.182.223,0
1,49.205.182.223,3
1,49.205.182.223,2
1,49.205.182.223,2
1,49.205.182.223,2
1,49.205.182.223,1
1,49.205.182.223,2
1,49.205.182.223,2
1,49.205.182.223,2
1,98.143.148.45,3
1,49.205.182.223,2
1,49.205.182.223,2
1,49.205.182.223,1
1,49.205.182.223,2
1,49.205.182.223,1
1,49.205.182.223,2
1,49.205.182.223,2
1,49.205.182.223,2
1,49.205.182.223,2
1,49.205.182.223,2
1,49.205.182.223,2
1,49.205.182.223,2
1,49.205.182.223,2
1,49.205.182.223,2
1,49.205.182.223,2
1,49.205.182.223,2
1,49.205.182.223,2
1,129.204.198.172,3
1,78.134.99.105,3
1,5.188.86.219,3
1,5.182.39.91,3
1,88.214.26.93,3
1,129.28.78.8,3
1,79.137.72.171,3
1,68.183.118.242,3
1,5.182.39.94,3
1,116.104.38.53,3
1,116.104.38.53,3
1,116.104.38.53,3
0,116.104.38.53,0
1,116.104.38.53,2
1,116.104.38.53,2
1,116.104.38.53,1
1,116.104.38.53,2
1,116.104.38.53,2
1,116.104.38.53,1
1,116.104.38.53,2
1,116.104.38.53,2
0,116.104.38.53,0
1,116.104.38.53,1
0,116.104.38.53,0
0,116.104.38.53,0
1,116.104.38.53,2
1,116.104.38.53,2
1,116.104.38.53,1
1,116.104.38.53,2
1,116.104.38.53,2
1,116.104.38.53,1
1,116.104.38.53,2
1,116.104.38.53,2
1,116.104.38.53,2
1,116.104.38.53,2
1,116.104.38.53,2
1,116.104.38.53,2
1,116.104.38.53,2
1,116.104.38.53,2
1,116.104.38.53,2
1,116.104.38.53,2
1,116.104.38.53,2
1,116.104.38.53,2
1,116.104.38.53,2
1,116.104.38.53,2
1,116.104.38.53,2
1,116.104.38.53,2
0,116.104.38.53,0
0,116.104.38.53,0
0,116.104.38.53,0
0,116.104.38.53,0
1,116.104.38.53,2
0,116.104.38.53,0
0,116.104.38.53,0
1,116.104.38.53,2
0,116.104.38.53,0
1,98.143.148.45,3
1,88.214.26.93,3
0,140.143.206.216,0
1,141.98.81.150,3
1,140.143.206.216,3
1,186.3.234.169,3
1,140.143.206.216,2
1,163.172.223.186,3
1,141.98.81.138,3
1,114.84.146.34,3
1,79.137.72.171,3
1,140.143.206.216,2
1,140.143.206.216,2
1,140.143.206.216,1
0,67.207.88.48,0
1,67.207.88.48,3
1,140.143.206.216,2
1,67.207.88.48,2
1,140.143.206.216,2
1,67.207.88.48,2
1,67.207.88.48,2
1,67.207.88.48,1
1,67.207.88.48,2
1,67.207.88.48,2
1,140.143.206.216,2
1,67.207.88.48,2
1,67.207.88.48,2
1,67.207.88.48,2
1,67.207.88.48,1
1,67.207.88.48,2
1,67.207.88.48,1
1,67.207.88.48,2
1,67.207.88.48,2
1,67.207.88.48,2
1,67.207.88.48,2
1,67.207.88.48,2
1,140.143.206.216,2
1,67.207.88.48,2
1,67.207.88.48,2
1,140.143.206.216,2
1,140.143.206.216,1
1,67.207.88.48,2
1,67.207.88.48,2
1,140.143.206.216,2
1,140.143.206.216,1
1,67.207.88.48,2
1,67.207.88.48,2
1,67.207.88.48,2
1,140.143.206.216,2
1,140.143.206.216,2
1,140.143.206.216,2
1,140.143.206.216,2
1,140.143.206.216,2
1,140.143.206.216,2
1,140.143.206.216,2
1,140.143.206.216,2
1,140.143.206.216,2
1,140.143.206.216,2
1,140.143.206.216,2
1,140.143.206.216,2
1,78.134.99.105,3
1,98.143.148.45,3
1,88.214.26.92,3
1,77.54.5.106,3
0,77.54.5.106,0
1,77.54.5.106,2
1,77.54.5.106,2
1,77.54.5.106,1
1,77.54.5.106,2
1,77.54.5.106,1
1,77.54.5.106,2
1,77.54.5.106,2
1,77.54.5.106,2
1,77.54.5.106,2
1,77.54.5.106,2
1,77.54.5.106,1
1,77.54.5.106,2
1,77.54.5.106,2
1,68.183.118.242,3
1,79.137.72.171,3
0,129.28.78.8,0
1,129.28.78.8,3
1,129.28.78.8,2
1,129.28.78.8,2
1,129.28.78.8,2
1,129.28.78.8,1
1,129.28.78.8,2
1,129.28.78.8,2
1,129.28.78.8,2
1,129.28.78.8,2
1,129.28.78.8,2
1,129.28.78.8,1
1,129.28.78.8,2
1,129.28.78.8,1
1,129.28.78.8,2
1,129.28.78.8,2
1,129.28.78.8,2
1,129.28.78.8,2
1,129.28.78.8,2
1,129.28.78.8,2
1,129.28.78.8,2
1,129.28.78.8,2
1,129.28.78.8,2
1,129.28.78.8,2
1,129.28.78.8,2
1,129.28.78.8,2
1,49.205.182.223,3
1,88.214.26.93,3
1,45.55.155.224,3
1,114.84.146.34,3
1,98.143.148.45,3
0,129.204.198.172,0
1,129.204.198.172,3
1,129.204.198.172,2
1,129.204.198.172,2
1,129.204.198.172,2
1,129.204.198.172,1
1,129.204.198.172,2
1,129.204.198.172,2
1,129.204.198.172,2
1,129.204.198.172,2
1,129.204.198.172,2
1,129.204.198.172,1
1,129.204.198.172,2
1,129.204.198.172,1
1,129.204.198.172,2
1,129.204.198.172,2
1,129.204.198.172,2
1,129.204.198.172,2
1,163.172.223.186,3
1,129.204.198.172,2
1,129.204.198.172,2
1,129.204.198.172,2
1,129.204.198.172,2
1,88.214.26.93,3
1,129.204.198.172,2
1,129.204.198.172,2
1,129.204.198.172,2
1,129.204.198.172,2
1,5.182.39.93,3
1,79.137.72.171,3
1,5.188.86.219,3
1,186.3.234.169,3
1,78.134.99.105,3
1,5.182.39.91,3
1,5.182.39.63,3
1,5.182.39.96,3
1,5.188.86.169,3
1,98.143.148.45,3
1,5.188.86.207,3
1,68.183.118.242,3
1,141.98.81.150,3
0,141.98.81.138,0
1,79.137.72.171,3
1,45.55.155.224,3
1,114.84.146.34,3
1,67.207.88.48,3
1,140.143.206.216,3
1,98.143.148.45,3
1,163.172.223.186,3
1,49.205.182.223,3
1,78.134.99.105,3
1,79.137.72.171,3
1,129.28.78.8,3
1,141.98.81.138,3
1,186.3.234.169,3
0,88.214.26.93,0
0,88.214.26.92,0
1,68.183.118.242,3
1,45.55.155.224,3
1,98.143.148.45,3
1,114.84.146.34,3
1,79.137.72.171,3
1,129.204.198.172,3
1,5.182.39.93,3
1,5.182.39.91,3
1,67.207.88.48,3
1,78.134.99.105,3
1,98.143.148.45,3
0,88.214.26.90,0
1,5.182.39.96,3
1,163.172.223.186,3
0,5.188.86.169,0
1,140.143.206.216,3
1,79.137.72.171,3
0,5.188.86.207,0
1,129.28.78.8,3
1,45.55.155.224,3
1,49.205.182.223,3
1,68.183.118.242,3
1,114.84.146.34,3
1,186.3.234.169,3
1,98.143.148.45,3
1,79.137.72.171,3
0,5.182.39.97,0
1,78.134.99.105,3
0,5.182.39.63,0
1,45.55.155.224,3
1,67.207.88.48,3
1,129.204.198.172,3
1,114.143.247.10,3
1,163.172.223.186,3
0,88.214.26.93,0
1,79.137.72.171,3
1,129.28.78.8,3
1,98.143.148.45,3
1,114.84.146.34,3
1,140.143.206.216,3
1,68.183.118.242,3
0,88.214.26.92,0
1,49.205.182.223,3
1,195.3.147.47,3
1,5.182.39.91,3
1,79.137.72.171,3
1,98.143.148.45,3
1,45.55.155.224,3
1,186.3.234.169,3
0,5.188.86.169,0
1,78.134.99.105,3
0,5.188.86.207,0
1,96.232.112.124,3
1,96.232.112.124,3
1,96.232.112.124,3
0,96.232.112.124,0
1,96.232.112.124,2
1,96.232.112.124,2
1,96.232.112.124,1
1,96.232.112.124,2
1,96.232.112.124,1
1,96.232.112.124,2
1,96.232.112.124,2
1,96.232.112.124,2
1,96.232.112.124,2
1,96.232.112.124,2
1,96.232.112.124,1
1,96.232.112.124,2
1,96.232.112.124,2
1,67.207.88.48,3
1,114.84.146.34,3
0,88.214.26.90,0
1,129.28.78.8,3
1,163.172.223.186,3
0,88.214.26.92,0
0,88.214.26.93,0
1,79.137.72.171,3
1,141.98.81.150,3
1,98.143.148.45,3
1,68.183.118.242,3
1,129.204.198.172,3
0,88.214.26.89,0
1,45.55.155.224,3
1,140.143.206.216,3
1,193.105.134.45,3
0,88.214.26.90,0
1,78.134.99.105,3
1,79.137.72.171,3
0,141.98.81.150,0
1,49.205.182.223,3
1,98.143.148.45,3
1,114.84.146.34,3
1,141.98.81.150,3
1,186.3.234.169,3
0,88.214.26.93,0
1,129.28.78.8,3
1,163.172.223.186,3
1,67.207.88.48,3
1,79.137.72.171,3
1,68.183.118.242,3
0,5.182.39.63,0
1,5.182.39.91,3
1,49.72.212.22,3
1,45.55.155.224,3
1,98.143.148.45,3
1,78.134.99.105,3
0,5.188.86.216,0
1,114.84.146.34,3
1,79.137.72.171,3
1,129.204.198.172,3
1,140.143.206.216,3
1,98.143.148.45,3
1,49.205.182.223,3
1,129.28.78.8,3
1,163.172.223.186,3
1,45.55.155.224,3
1,111.229.176.113,3
1,186.3.234.169,3
0,88.214.26.89,0
0,88.214.26.93,0
0,88.214.26.97,0
1,68.183.118.242,3
1,79.137.72.171,3
1,67.207.88.48,3
0,88.214.26.90,0
0,88.214.26.90,0
1,114.84.146.34,3
1,46.214.46.60,3
1,98.143.148.45,3
1,78.134.99.105,3
1,79.137.72.171,3
1,45.55.155.224,3
0,88.214.26.93,0
1,5.182.39.93,3
1,114.33.121.154,3
1,114.33.121.154,3
1,212.129.134.75,3
1,114.33.121.154,3
0,114.33.121.154,0
1,114.33.121.154,3
1,114.33.121.154,2
1,114.33.121.154,2
1,114.33.121.154,1
1,114.33.121.154,2
1,114.33.121.154,1
1,114.33.121.154,2
1,114.33.121.154,3
1,114.33.121.154,2
1,114.33.121.154,2
1,114.33.121.154,3
1,114.33.121.154,2
1,129.28.78.8,3
1,114.33.121.154,2
1,114.33.121.154,1
1,114.33.121.154,2
1,114.33.121.154,2
1,114.33.121.154,3
1,114.33.121.154,3
1,114.33.121.154,3
1,114.33.121.154,3
1,114.33.121.154,3
1,140.143.206.216,3
1,98.143.148.45,3
1,114.33.121.154,3
1,114.33.121.154,3
1,114.33.121.154,3
1,114.33.121.154,3
1,114.33.121.154,3
1,114.33.121.154,3
1,114.33.121.154,3
1,114.33.121.154,3
1,129.204.198.172,3
1,163.172.223.186,3
1,68.183.118.242,3
1,49.205.182.223,3
1,106.12.137.55,3
1,114.84.146.34,3
1,79.137.72.171,3
0,5.188.86.216,0
1,186.3.234.169,3
1,67.207.88.48,3
1,78.134.99.105,3
0,5.182.39.63,0
0,88.214.26.90,0
1,98.143.148.45,3
1,45.55.155.224,3
0,114.35.179.107,0
1,114.35.179.107,2
1,114.35.179.107,2
1,114.35.179.107,1
1,114.35.179.107,2
1,114.35.179.107,1
1,114.35.179.107,2
1,114.35.179.107,2
1,114.35.179.107,2
1,114.35.179.107,2
1,114.35.179.107,2
1,114.35.179.107,1
1,114.35.179.107,2
1,114.35.179.107,2
1,79.137.72.171,3
1,129.28.78.8,3
1,98.143.148.45,3
1,68.183.118.242,3
1,163.172.223.186,3
1,114.84.146.34,3
0,88.214.26.93,0
1,140.143.206.216,3
0,88.214.26.92,0
1,78.134.99.105,3
1,114.143.247.10,3
1,45.55.155.224,3
1,79.137.72.171,3
1,67.207.88.48,3
1,129.204.198.172,3
1,49.205.182.223,3
1,186.3.234.169,3
1,5.182.39.93,3
1,98.143.148.45,3
0,5.188.86.219,0
0,88.214.26.93,0
1,129.28.78.8,3
1,79.137.72.171,3
1,141.98.81.138,3
1,68.183.118.242,3
1,45.55.155.224,3
1,163.172.223.186,3
1,78.134.99.105,3
1,98.143.148.45,3
1,114.84.146.34,3
1,82.197.255.122,3
1,82.197.255.122,3
1,82.197.255.122,3
0,82.197.255.122,0
1,82.197.255.122,2
1,82.197.255.122,2
1,82.197.255.122,3
1,82.197.255.122,3
1,82.197.255.122,3
0,82.197.255.122,0
1,82.197.255.122,2
1,82.197.255.122,2
1,82.197.255.122,3
1,82.197.255.122,3
1,82.197.255.122,3
0,82.197.255.122,0
1,82.197.255.122,2
1,82.197.255.122,2
1,82.197.255.122,3
1,82.197.255.122,3
1,82.197.255.122,3
0,82.197.255.122,0
1,82.197.255.122,2
1,82.197.255.122,2
1,82.197.255.122,3
1,82.197.255.122,3
1,82.197.255.122,3
0,82.197.255.122,0
1,82.197.255.122,2
1,82.197.255.122,2
1,82.197.255.122,3
1,82.197.255.122,3
1,82.197.255.122,3
0,82.197.255.122,0
1,82.197.255.122,2
1,82.197.255.122,2
1,82.197.255.122,3
1,82.197.255.122,3
1,82.197.255.122,3
0,82.197.255.122,0
1,82.197.255.122,2
1,82.197.255.122,2
1,82.197.255.122,3
1,82.197.255.122,3
1,82.197.255.122,3
0,82.197.255.122,0
1,82.197.255.122,2
1,82.197.255.122,2
0,88.214.26.93,0
1,82.197.255.122,3
1,82.197.255.122,3
1,82.197.255.122,3
0,82.197.255.122,0
1,82.197.255.122,2
1,82.197.255.122,2
1,82.197.255.122,3
1,82.197.255.122,3
1,82.197.255.122,3
0,82.197.255.122,0
1,82.197.255.122,2
1,82.197.255.122,2
1,82.197.255.122,3
1,82.197.255.122,3
1,82.197.255.122,3
0,82.197.255.122,0
1,82.197.255.122,2
1,82.197.255.122,2
1,82.197.255.122,3
1,82.197.255.122,3
1,82.197.255.122,3
0,82.197.255.122,0
1,82.197.255.122,2
1,82.197.255.122,2
1,82.197.255.122,3
1,82.197.255.122,3
1,82.197.255.122,3
0,82.197.255.122,0
1,82.197.255.122,2
1,82.197.255.122,2
1,82.197.255.122,3
1,82.197.255.122,3
1,82.197.255.122,3
0,82.197.255.122,0
1,82.197.255.122,2
1,82.197.255.122,2
1,82.197.255.122,3
1,82.197.255.122,3
1,82.197.255.122,3
0,82.197.255.122,0
1,82.197.255.122,2
1,82.197.255.122,2
1,82.197.255.122,3
1,82.197.255.122,3
1,82.197.255.122,3
0,82.197.255.122,0
1,82.197.255.122,2
1,82.197.255.122,2
1,82.197.255.122,3
1,82.197.255.122,3
1,82.197.255.122,3
0,82.197.255.122,0
1,82.197.255.122,2
1,82.197.255.122,2
1,82.197.255.122,3
1,82.197.255.122,3
1,82.197.255.122,3
0,82.197.255.122,0
1,82.197.255.122,2
1,82.197.255.122,2
1,82.197.255.122,3
1,82.197.255.122,3
1,82.197.255.122,3
0,82.197.255.122,0
1,82.197.255.122,2
1,82.197.255.122,2
1,82.197.255.122,3
1,82.197.255.122,3
1,82.197.255.122,3
0,82.197.255.122,0
1,82.197.255.122,2
1,82.197.255.122,2
1,114.143.247.10,3
1,79.137.72.171,3
1,140.143.206.216,3
1,67.207.88.48,3
0,5.188.86.219,0
1,171.242.113.218,3
1,171.242.113.218,3
1,171.242.113.218,3
1,186.3.234.169,3
0,5.182.39.97,0
0,171.242.113.218,0
1,171.242.113.218,2
1,171.242.113.218,2
1,171.242.113.218,1
1,171.242.113.218,2
1,171.242.113.218,2
1,171.242.113.218,1
1,171.242.113.218,2
1,171.242.113.218,2
0,171.242.113.218,0
1,171.242.113.218,1
0,171.242.113.218,0
0,171.242.113.218,0
1,171.242.113.218,2
1,171.242.113.218,2
1,171.242.113.218,1
1,171.242.113.218,2
1,171.242.113.218,2
1,171.242.113.218,1
1,171.242.113.218,2
1,171.242.113.218,2
1,171.242.113.218,2
1,171.242.113.218,2
1,171.242.113.218,2
1,171.242.113.218,2
1,171.242.113.218,2
1,171.242.113.218,2
1,171.242.113.218,2
1,171.242.113.218,2
1,171.242.113.218,2
1,171.242.113.218,2
1,171.242.113.218,2
1,171.242.113.218,2
1,171.242.113.218,2
1,171.242.113.218,2
0,171.242.113.218,0
0,171.242.113.218,0
0,171.242.113.218,0
0,171.242.113.218,0
1,171.242.113.218,2
0,171.242.113.218,0
0,171.242.113.218,0
0,171.242.113.218,0
1,49.205.182.223,3
1,98.143.148.45,3
0,5.182.39.63,0
1,45.55.155.224,3
1,129.28.78.8,3
1,49.72.212.22,3
1,79.137.72.171,3
1,46.214.46.60,3
0,5.188.86.219,0
1,114.84.146.34,3
1,78.134.99.105,3
1,68.183.118.242,3
1,163.172.223.186,3
0,178.132.0.122,0
1,98.143.148.45,3
0,88.214.26.92,0
0,114.143.247.10,0
1,114.143.247.10,3
1,114.143.247.10,2
1,79.137.72.171,3
0,88.214.26.93,0
1,114.143.247.10,2
1,114.143.247.10,2
1,114.143.247.10,1
1,5.182.39.91,3
1,114.143.247.10,2
1,114.143.247.10,2
1,114.143.247.10,2
1,114.143.247.10,2
1,114.143.247.10,2
1,114.143.247.10,1
1,114.143.247.10,2
1,114.143.247.10,1
1,114.143.247.10,2
1,114.143.247.10,2
1,114.143.247.10,2
1,114.143.247.10,2
1,114.143.247.10,2
1,114.143.247.10,2
1,114.143.247.10,2
1,114.143.247.10,2
1,114.143.247.10,2
1,114.143.247.10,2
1,114.143.247.10,2
1,114.143.247.10,2
1,67.207.88.48,3
1,45.55.155.224,3
1,140.143.206.216,3
1,46.214.46.60,3
0,5.188.86.219,0
1,129.28.78.8,3
1,186.3.234.169,3
1,98.143.148.45,3
0,88.214.26.93,0
1,114.84.146.34,3
1,79.137.72.171,3
1,78.134.99.105,3
1,49.205.182.223,3
1,68.183.118.242,3
0,141.98.81.150,0
1,163.172.223.186,3
1,49.72.212.22,3
1,98.143.148.45,3
1,45.55.155.224,3
1,79.137.72.171,3
1,114.143.247.10,3
0,5.188.86.219,0
0,46.214.46.60,0
1,46.214.46.60,3
1,46.214.46.60,2
1,46.214.46.60,2
1,46.214.46.60,2
1,46.214.46.60,1
1,46.214.46.60,2
1,46.214.46.60,2
1,46.214.46.60,2
1,46.214.46.60,2
1,46.214.46.60,2
1,46.214.46.60,1
1,46.214.46.60,2
1,46.214.46.60,1
1,46.214.46.60,2
1,46.214.46.60,2
1,46.214.46.60,2
1,46.214.46.60,2
1,46.214.46.60,2
1,46.214.46.60,2
1,46.214.46.60,2
1,46.214.46.60,2
1,46.214.46.60,2
1,46.214.46.60,2
1,46.214.46.60,2
1,46.214.46.60,2
1,141.98.81.150,3
1,67.207.88.48,3
1,129.28.78.8,3
1,78.134.99.105,3
1,114.84.146.34,3
0,88.214.26.93,0
1,140.143.206.216,3
1,79.137.72.171,3
1,68.183.118.242,3
1,186.3.234.169,3
1,98.143.148.45,3
1,46.214.46.60,2
1,46.214.46.60,2
1,46.214.46.60,2
1,46.214.46.60,2
1,46.214.46.60,2
0,193.105.134.45,0
1,5.182.39.91,3
1,134.209.18.220,3
1,163.172.223.186,3
1,49.205.182.223,3
1,45.55.155.224,3
0,5.182.39.63,0
0,5.188.86.219,0
0,88.214.26.92,0
1,212.129.134.75,3
0,5.188.86.207,0
1,46.214.46.60,3
1,79.137.72.171,3
1,114.143.247.10,3
1,98.143.148.45,3
1,67.207.88.48,3
1,129.28.78.8,3
1,78.134.99.105,3
1,114.84.146.34,3
0,88.214.26.93,0
1,45.55.155.224,3
1,68.183.118.242,3
1,79.137.72.171,3
0,49.72.212.22,0
1,140.143.206.216,3
1,98.143.148.45,3
1,49.72.212.22,3
1,49.72.212.22,2
0,5.188.86.219,0
1,49.72.212.22,2
1,49.72.212.22,2
1,49.72.212.22,1
1,49.72.212.22,2
1,49.72.212.22,2
1,49.72.212.22,2
1,49.72.212.22,2
1,49.72.212.22,2
1,49.72.212.22,1
1,49.72.212.22,2
1,49.72.212.22,1
1,186.3.234.169,3
1,49.72.212.22,2
1,49.72.212.22,2
1,49.72.212.22,2
1,163.172.223.186,3
1,49.72.212.22,2
1,49.72.212.22,2
1,49.72.212.22,2
1,49.72.212.22,2
1,49.72.212.22,2
1,49.72.212.22,2
1,49.72.212.22,2
1,49.72.212.22,2
1,49.72.212.22,2
0,193.105.134.45,0
1,46.214.46.60,3
0,88.214.26.93,0
0,5.188.86.219,0
0,5.188.86.207,0
1,98.143.148.45,3
1,163.172.223.186,3
1,88.214.26.93,3
1,5.188.86.212,3
1,124.244.207.80,3
1,182.253.226.212,3
1,112.85.42.94,3
1,112.85.42.94,3
1,112.85.42.94,3
1,63.240.240.74,3
1,174.138.44.30,3
1,49.235.134.72,3
1,191.232.163.135,3
0,141.98.81.138,0
1,130.180.8.150,3
1,125.212.233.50,3
1,112.158.118.159,3
1,140.143.201.236,3
1,106.13.81.18,3
1,112.85.42.94,3
1,112.85.42.94,3
1,112.85.42.94,3
1,14.225.7.45,3
1,182.253.226.212,3
1,112.85.42.94,3
1,112.85.42.94,3
1,112.85.42.94,3
1,130.180.8.150,3
1,63.240.240.74,3
1,89.212.162.78,3
1,5.188.86.165,3
1,124.244.207.80,3
1,49.235.134.72,3
1,174.138.44.30,3
1,112.85.42.94,3
1,112.158.118.159,3
1,112.85.42.94,3
1,112.85.42.94,3
1,125.212.233.50,3
1,106.13.81.18,3
1,14.225.7.45,3
1,88.214.26.92,3
1,140.143.201.236,3
